idx,lat,lng,driving_o0,cycling_o0,transit_o0,walking_o0,driving_o1,driving_o2,driving_o3,n_modes_anom,n_origins_anom
1250,51.43186,-0.16285,0.5,-0.5,-1.0,-3.5,-1.0,-1.0,-1.0,0,0
1251,51.52472,-0.21869,2.0,5.5,2.5,,0.5,-0.5,0.0,0,0
1252,51.42137,-0.16025,0.5,2.0,-1.0,0.0,-1.0,0.5,0.0,0,0
1253,51.57799,0.07869,1.0,,1.0,,0.5,0.5,0.5,0,0
1254,51.4965,-0.14157,-0.5,2.0,-6.0,,-0.5,-2.0,-1.0,0,0
1255,51.49751,-0.17685,2.0,0.0,3.5,,1.0,2.5,1.5,0,0
1256,51.46792,-0.18583,-0.5,2.5,6.0,3.5,0.0,1.0,1.5,0,0
1257,51.42037,-0.12502,0.0,3.0,1.5,4.0,0.0,0.5,-0.5,0,0
1258,51.52731,-0.16325,0.0,2.0,2.0,,-0.5,-1.5,-1.0,0,0
1259,51.48543,-0.09448,-0.5,0.0,-2.0,,-1.5,-0.5,-1.5,0,0
1260,51.4867,-0.0668,1.0,2.5,4.5,,0.0,-1.5,-1.0,0,0
1261,51.43085,-0.12762,0.0,0.5,-1.5,0.0,0.0,-1.0,-0.5,0,0
1262,51.55879,0.00408,0.5,,-0.5,,0.0,-0.5,1.0,0,0
1263,51.5412,-0.03359,4.5,,5.0,,2.5,2.0,3.0,0,0
1264,51.55248,0.04063,2.0,,0.5,,2.0,6.0,6.0,0,0
1265,51.48838,-0.0299,1.5,-3.0,-1.0,,0.5,2.0,2.0,0,0
1266,51.55684,0.0792,1.5,,-1.0,,1.0,1.0,1.0,0,0
1267,51.56027,-0.08033,-1.5,0.0,1.5,,-0.5,0.0,2.5,0,0
1268,51.5395,-0.1289,1.5,0.5,7.0,,2.0,3.0,3.0,0,0
1269,51.51794,-0.02086,-1.0,0.0,1.5,,-1.0,0.5,1.0,0,0
1270,51.54392,-0.09029,-1.0,-1.0,-2.0,,-1.0,-2.0,-2.0,0,0
1271,51.59145,0.02406,0.0,,-3.0,,-0.5,0.5,0.0,0,0
1272,51.5388,-0.20117,-1.0,-1.5,3.0,,-1.0,-0.5,-0.5,0,0
1273,51.4264,-0.16616,0.5,-1.5,-4.5,-1.0,-1.0,0.0,-0.5,0,0
1274,51.52243,-0.21111,-0.5,-1.5,0.0,,0.0,0.0,0.0,0,0
1275,51.49205,-0.18016,0.0,1.0,1.0,,0.0,0.5,0.0,0,0
1276,51.47437,-0.21779,-1.0,-1.0,-0.5,2.5,0.0,-0.5,-1.5,0,0
1277,51.51878,-0.06073,1.0,0.5,-3.0,,0.5,-1.0,0.0,0,0
1278,51.48794,-0.09744,1.0,0.5,-0.5,,1.0,0.0,0.0,0,0
1279,51.50221,-0.0753,-1.0,-1.0,1.0,,-1.0,-0.5,-1.0,0,0
1280,51.48921,-0.06975,1.0,-1.0,0.5,,1.0,0.5,-0.5,0,0
1281,51.50094,-0.10299,0.5,-1.0,3.5,,1.0,0.0,-0.5,0,0
1282,51.48479,-0.10832,0.0,-1.0,-1.0,,0.0,-0.5,-1.0,0,0
1283,51.52774,-0.15401,1.0,0.5,2.5,,0.5,1.0,0.0,0,0
1284,51.56131,0.00113,-1.5,,-2.0,,-1.5,0.0,-1.5,0,0
1285,51.52645,-0.18173,0.0,-2.0,1.5,,0.0,-0.5,1.0,0,0
1286,51.5305,-0.09397,0.5,3.0,0.5,,0.5,0.5,0.5,0,0
1287,51.5441,-0.14406,0.0,-2.0,0.5,,-0.5,-0.5,1.0,0,0
1288,51.54372,-0.03654,0.0,,1.0,,-1.0,-0.5,-1.0,0,0
1289,51.54282,-0.17179,0.5,-0.5,-2.5,,1.0,-1.0,-0.5,0,0
1290,51.54497,-0.00885,0.5,,-1.5,,0.0,-1.0,0.0,0,0
1291,51.47852,-0.07178,2.5,0.5,-2.0,,1.0,2.0,2.5,0,0
1292,51.44894,-0.0808,0.0,-0.5,-1.0,4.0,0.0,-0.5,-1.0,0,0
1293,51.51151,-0.21773,-1.5,-1.5,1.0,,-2.0,0.5,0.0,0,0
1294,51.555,0.03768,0.0,,0.5,,-1.5,-2.0,-2.0,0,0
1295,51.55936,0.07625,-1.0,,-3.5,,-1.0,-1.0,-0.5,0,0
1296,51.53867,0.02769,-0.5,,1.0,,-0.5,0.0,0.0,0,0
1297,51.56278,-0.08329,1.5,,1.5,,0.0,0.0,-2.0,0,0
1298,51.54201,-0.13186,-1.5,-0.5,2.5,,-1.5,-1.5,0.0,0,0
1299,51.54643,-0.09325,1.0,-0.5,0.5,,1.0,1.5,1.5,0,0
1300,51.58518,0.00225,1.5,,2.5,,0.5,0.5,1.0,0,0
1301,51.44738,-0.17138,-2.0,-1.0,-2.5,-3.0,-2.0,-2.0,-1.5,0,0
1302,51.54131,-0.20414,0.5,1.0,0.0,,0.0,1.0,1.0,0,0
1303,51.42891,-0.16912,-1.0,-0.5,-4.5,-1.5,-0.5,-1.0,0.0,0,0
1304,51.52494,-0.21407,-2.5,-2.5,0.5,,0.0,-1.0,-1.0,0,0
1305,51.49457,-0.18312,0.0,-1.0,-5.0,,-1.0,-0.5,0.0,0,0
1306,51.47688,-0.22076,0.5,-1.0,3.0,,0.5,0.5,1.0,0,0
1307,51.47819,-0.19306,-1.0,-0.5,-1.5,-5.0,0.0,0.0,0.0,0,0
1308,51.51647,-0.05316,-1.5,-1.0,0.0,,-1.5,-0.5,0.0,0,0
1309,51.48691,-0.06219,-1.5,-1.5,1.0,,-0.5,-0.5,-1.0,0,0
1310,51.48249,-0.10075,-0.5,0.0,2.0,,-1.0,-0.5,-1.0,0,0
1311,51.559,0.0087,1.0,,2.5,,0.0,0.0,1.5,0,0
1312,51.53827,-0.03987,-1.0,-1.0,0.5,,0.0,-1.5,-1.5,0,0
1313,51.54266,-0.00128,-2.0,,-6.5,,-1.0,-1.5,-2.5,0,0
1314,51.47621,-0.06421,0.0,0.5,2.0,,1.0,1.0,2.0,0,0
1315,51.56173,-0.10639,1.5,-1.5,-1.0,,1.5,1.0,0.5,0,0
1316,51.57425,0.05395,-0.5,,0.0,,0.0,0.0,0.0,0,0
1317,51.56046,-0.13411,0.0,,0.5,,0.0,1.5,1.5,0,0
1318,51.55269,0.04524,0.5,,-3.0,,0.5,-1.0,-1.0,0,0
1319,51.57808,-0.09642,-0.5,,0.0,,-0.5,2.0,1.5,0,0
1320,51.55392,0.07292,0.0,,-3.5,,-1.0,-1.0,-1.0,0,0
1321,51.53636,0.03525,0.5,,-5.5,,0.5,1.0,1.0,0,0
1322,51.53971,-0.12428,-1.0,0.0,-1.5,,-2.0,-1.5,-2.0,0,0
1323,51.54098,-0.09657,-1.0,1.5,-2.0,,-1.0,-1.0,-1.5,0,0
1324,51.58287,0.00983,0.0,,-0.5,,-0.5,-0.5,-0.5,0,0
1325,51.54642,0.02346,-0.5,,-0.5,,-0.5,0.0,0.0,0,0
1326,51.42661,-0.16155,-0.5,0.0,0.5,-0.5,0.5,0.0,-0.5,0,0
1327,51.56711,0.07203,-1.0,,0.0,,-1.0,-1.0,-1.5,0,0
1328,51.51948,-0.21738,0.0,-1.0,-1.5,,-1.0,-0.5,-0.5,0,0
1329,51.56275,0.03344,-1.0,,-4.0,,-1.0,-1.5,-1.5,0,0
1330,51.41023,-0.17147,2.0,3.5,-1.0,7.5,1.0,0.5,1.0,0,0
1331,51.49227,-0.17555,1.0,0.0,-1.5,,0.5,1.5,1.0,0,0
1332,51.47589,-0.18548,0.5,-2.0,5.5,0.0,1.0,2.0,1.0,0,0
1333,51.51899,-0.05611,-0.5,0.0,1.0,,1.0,-1.0,-1.0,0,0
1334,51.49821,-0.10465,1.0,0.5,-1.0,,-1.5,-1.0,-1.0,0,0
1335,51.48942,-0.06514,-1.0,-1.5,1.0,,0.0,0.0,-1.0,0,0
1336,51.485,-0.10371,0.0,0.0,1.0,,-0.5,1.0,1.0,0,0
1337,51.46419,-0.15222,-0.5,0.0,-0.5,0.0,-0.5,0.5,1.0,0,0
1338,51.56151,0.00575,-1.5,,4.0,,0.0,1.5,-1.5,0,0
1339,51.55021,-0.01014,-2.0,,2.5,,-2.0,1.5,0.0,0,0
1340,51.54078,-0.04282,-1.5,,2.0,,1.0,2.0,2.5,0,0
1341,51.55902,-0.04966,0.0,,2.0,,0.5,2.5,2.5,0,0
1342,51.48627,-0.07603,0.0,-1.0,-0.5,,-1.5,0.0,0.0,0,0
1343,51.57974,-0.00107,-0.5,,-1.0,,-0.5,-1.5,-1.5,0,0
1344,51.54518,-0.00423,0.5,,-1.0,,-0.5,1.5,0.0,0,0
1345,51.57536,-0.03969,-1.0,,-1.0,,1.5,1.0,2.0,0,0
1346,51.47873,-0.06717,0.5,0.5,0.0,,0.0,0.0,-1.0,0,0
1347,51.48,-0.03949,-1.0,1.0,-1.0,,-1.5,-1.0,-1.0,0,0
1348,51.44915,-0.07618,0.0,1.5,2.0,5.0,1.0,-1.0,-0.5,0,0
1349,51.5552,0.04229,-0.5,,0.0,,0.0,-0.5,-0.5,0,0
1350,51.55643,0.06998,-1.0,,0.5,,0.0,-0.5,-1.0,0,0
1351,51.47366,-0.11957,0.5,1.0,0.0,1.0,1.0,0.0,-0.5,0,0
1352,51.53887,0.03231,0.0,,-2.5,,0.0,0.0,0.0,0,0
1353,51.46922,-0.15813,0.0,-2.0,-1.5,-0.5,1.5,-0.5,-1.0,0,0
1354,51.54011,0.05998,-1.0,,-1.0,,-1.5,0.0,-1.0,0,0
1355,51.49003,-0.10962,0.0,0.5,-1.5,,0.0,1.5,2.0,0,0
1356,51.57305,-0.0905,0.5,,-4.0,,0.0,1.0,1.0,0,0
1357,51.5803,0.07113,1.0,,0.0,,0.0,1.0,1.0,0,0
1358,51.4988,-0.14915,1.0,-0.5,-1.5,,0.0,-0.5,-0.5,0,0
1359,51.54223,-0.12724,1.0,1.5,-4.0,,0.5,0.0,0.5,0,0
1360,51.5435,-0.09953,0.0,2.0,-2.0,,0.0,1.0,0.0,0,0
1361,51.42266,-0.13258,1.5,-1.5,-2.0,2.0,1.5,-0.5,0.0,0,0
1362,51.58539,0.00687,-1.0,,0.5,,-2.5,-2.0,-1.5,0,0
1363,51.44348,-0.08411,0.0,2.0,0.0,1.5,0.0,0.0,0.0,0,0
1364,51.58662,0.03458,0.0,,-1.5,,-1.0,0.5,1.0,0,0
1365,51.43315,-0.13518,-1.5,0.5,-0.5,-2.0,-1.5,-1.0,0.0,0,0
1366,51.55158,-0.21138,-1.0,0.0,1.5,,0.5,0.0,0.0,0,0
1367,51.49509,0.00109,-1.0,-3.0,4.5,,2.5,1.0,0.5,0,0
1368,51.42913,-0.16451,0.0,-0.5,-1.5,-0.5,0.0,0.0,0.0,0,0
1369,51.49069,-0.03747,0.5,1.5,0.5,,0.5,2.0,1.0,0,0
1370,51.52199,-0.22035,0.0,0.0,-1.5,,0.5,-0.5,0.0,0,0
1371,51.51143,0.01106,0.5,,-3.5,,0.5,-1.0,-1.0,0,0
1372,51.41274,-0.17443,4.5,2.0,1.0,6.0,4.5,3.0,2.5,0,0
1373,51.52025,-0.02842,0.0,-2.0,-0.5,,0.0,0.0,-1.0,0,0
1374,51.49478,-0.17851,0.0,1.5,0.0,,0.5,-0.5,-1.0,0,0
1375,51.47841,-0.18844,-1.0,-1.5,0.0,0.5,-0.5,-2.0,-2.0,0,0
1376,51.53907,-0.13814,0.5,-1.0,-0.5,,0.0,0.5,-1.0,0,0
1377,51.51354,-0.05943,0.5,1.0,-2.0,,0.5,2.0,2.0,0,0
1378,51.49591,-0.09708,-1.0,1.0,-1.5,,0.0,0.0,1.0,0,0
1379,51.47954,-0.10702,-1.0,1.5,-2.5,3.0,-0.5,0.0,0.0,0,0
1380,51.46189,-0.14465,0.0,0.5,0.0,0.5,-0.5,0.0,0.5,0,0
1381,51.53848,-0.03525,3.0,,4.0,,4.0,4.0,4.5,0,0
1382,51.53973,-0.00756,-1.0,,-1.0,,-1.0,-1.5,-1.0,0,0
1383,51.50766,-0.07198,0.0,2.0,-3.5,,-1.0,0.0,-1.0,0,0
1384,51.47328,-0.07048,-2.5,-0.5,-2.5,,-1.5,-1.5,-1.0,0,0
1385,51.50324,-0.11056,-1.5,-1.0,-3.0,,0.0,1.5,0.5,0,0
1386,51.47769,-0.03193,-1.0,-3.0,-1.0,,-1.0,1.5,1.5,0,0
1387,51.52402,-0.06202,-1.0,-1.5,1.0,,0.5,0.0,0.5,0,0
1388,51.55412,0.07754,-1.0,,2.5,,-1.0,-1.0,-1.0,0,0
1389,51.52394,-0.17876,-0.5,-0.5,2.5,,-0.5,0.0,0.0,0,0
1390,51.53281,-0.10155,0.5,-2.0,-1.5,,0.5,2.5,2.5,0,0
1391,51.54159,-0.1411,-2.0,1.0,-1.5,,-1.0,1.0,0.0,0,0
1392,51.53343,0.02898,1.0,,0.0,,1.0,-0.5,-0.5,0,0
1393,51.4794,-0.22372,0.5,-1.5,5.0,,1.0,1.0,1.0,0,0
1394,51.5403,-0.16882,0.0,1.0,1.0,,-0.5,-0.5,-0.5,0,0
1395,51.5378,0.06754,1.0,,2.5,,0.0,1.0,0.0,0,0
1396,51.57075,-0.08292,0.0,,3.0,,0.0,0.0,0.5,0,0
1397,51.50899,-0.21476,-1.0,-0.5,2.5,,0.0,-0.5,0.0,0,0
1398,51.5412,-0.09195,-1.0,-3.5,1.0,,-1.0,0.0,0.5,0,0
1399,51.57995,0.00354,-2.0,,1.0,,-1.5,-1.0,0.0,0,0
1400,51.58431,0.04215,-3.0,,-2.5,,-1.5,-2.0,-2.0,0,0
1401,51.54928,-0.20379,0.0,-2.5,-3.0,,-0.5,-0.5,-0.5,0,0
1402,51.5197,-0.21276,1.0,0.0,-1.5,,-1.0,0.0,0.0,0,0
1403,51.47164,-0.21945,1.5,-1.5,0.5,4.0,0.5,0.5,-0.5,0,0
1404,51.47295,-0.19175,-0.5,-2.0,-4.0,-4.5,-1.0,-0.5,-0.5,0,0
1405,51.44486,-0.16842,-1.0,-0.5,-4.5,-4.0,-1.0,-0.5,-0.5,0,0
1406,51.53677,-0.13056,1.5,1.0,2.0,,-1.0,-0.5,1.0,0,0
1407,51.51605,-0.06239,-1.0,-0.5,2.0,,-0.5,-0.5,-1.5,0,0
1408,51.49842,-0.10003,1.0,0.5,-1.0,,0.5,0.0,-0.5,0,0
1409,51.4997,-0.07234,1.0,-1.5,-2.0,,1.0,0.0,1.0,0,0
1410,51.48206,-0.10998,0.5,-1.0,-1.5,-1.0,0.5,1.0,0.0,0,0
1411,51.4644,-0.1476,1.0,-1.0,4.0,-0.5,1.0,1.0,0.5,0,0
1412,51.46569,-0.11992,-0.5,1.0,1.5,-1.0,0.5,0.5,0.0,0,0
1413,51.55417,0.01922,1.5,,2.5,,-0.5,-0.5,-0.5,0,0
1414,51.54099,-0.03821,0.0,,2.0,,-2.0,-1.5,-2.5,0,0
1415,51.54225,-0.01051,0.5,,-2.5,,0.0,0.5,-0.5,0,0
1416,51.47579,-0.07344,0.0,0.0,1.5,,-1.0,-0.5,-1.0,0,0
1417,51.48021,-0.03488,0.5,2.0,3.0,,0.5,-0.5,0.0,0,0
1418,51.45943,-0.08339,4.0,1.5,4.5,,1.0,1.5,1.5,0,0
1419,51.57173,0.0569,0.5,,-1.0,,-0.5,0.5,0.5,0,0
1420,51.55664,0.07459,2.0,,0.5,,3.0,2.0,2.0,0,0
1421,51.55794,-0.13115,0.0,,-1.5,,0.0,0.5,0.5,0,0
1422,51.53594,0.02603,0.0,,5.0,,0.0,-1.0,-1.0,0,0
1423,51.57556,-0.09346,-0.5,,2.0,,-0.5,0.0,1.0,0,0
1424,51.54031,0.0646,1.0,,-0.5,,2.0,-0.5,1.5,0,0
1425,51.57326,-0.08588,0.5,,-2.0,,1.0,1.5,2.5,0,0
1426,51.55249,-0.13447,0.0,-1.0,1.5,,0.0,0.5,-0.5,0,0
1427,51.54371,-0.09491,1.0,-1.0,2.5,,1.0,0.0,0.5,0,0
1428,51.58246,0.00059,-0.5,,-2.5,,-1.0,0.0,-0.5,0,0
1429,51.58683,0.0392,3.0,,2.5,,4.5,5.5,4.5,0,0
1430,51.55179,-0.20676,0.0,0.5,-1.5,,0.0,0.0,0.0,0,0
1431,51.5646,0.07497,1.0,,0.0,,1.0,1.5,1.0,0,0
1432,51.4394,-0.17173,1.0,-1.0,-1.0,-0.5,1.5,2.0,1.5,0,0
1433,51.56023,0.03639,-0.5,,-4.0,,-0.5,0.0,0.0,0,0
1434,51.52221,-0.21573,-1.0,0.5,2.0,,0.5,0.0,0.0,0,0
1435,51.48595,-0.19733,-2.0,-3.0,-2.5,2.5,-0.5,-0.5,-1.0,0,0
1436,51.47415,-0.22241,1.0,-0.5,4.5,,2.5,3.0,2.0,0,0
1437,51.47546,-0.19471,0.5,-1.5,0.5,-1.0,0.0,0.0,-1.0,0,0
1438,51.53929,-0.13352,1.5,2.5,3.5,,1.5,0.5,-0.5,0,0
1439,51.51848,-0.18208,0.0,2.0,4.0,,0.5,-0.5,-1.0,0,0
1440,51.51375,-0.05482,1.0,-1.0,-3.0,,1.0,0.5,1.0,0,0
1441,51.49297,-0.10335,-0.5,1.0,0.5,,-0.5,0.0,0.5,0,0
1442,51.49739,-0.06478,2.0,-1.0,-4.5,,2.0,-1.5,-1.0,0,0
1443,51.54769,-0.00719,0.5,,2.0,,0.0,-3.0,-1.0,0,0
1444,51.47976,-0.10241,0.5,0.0,-2.0,,0.5,-0.5,0.0,0,0
1445,51.45894,-0.15091,3.5,0.0,3.5,2.0,4.0,2.5,2.0,0,0
1446,51.46339,-0.11235,4.0,0.5,-1.5,-1.0,2.0,3.0,3.0,0,0
1447,51.57722,0.00188,0.0,,0.0,,0.5,1.5,1.5,0,0
1448,51.55186,0.02678,-0.5,,-1.5,,-0.5,0.0,0.0,0,0
1449,51.57284,-0.03673,0.0,,1.5,,0.0,0.5,0.5,0,0
1450,51.53994,-0.00294,-0.5,,-4.5,,0.0,2.0,1.0,0,0
1451,51.47349,-0.06587,-1.0,0.0,-3.5,,-1.0,-1.0,-1.0,0,0
1452,51.47476,-0.0382,0.0,-1.5,-4.0,,-0.5,-2.0,-1.5,0,0
1453,51.45712,-0.07582,0.0,2.5,-1.0,,1.0,0.0,0.5,0,0
1454,51.53363,0.03359,0.5,,-5.0,,0.5,0.5,0.5,0,0
1455,51.47115,-0.11661,-1.0,-2.0,-0.5,-3.5,-0.5,0.0,1.0,0,0
1456,51.53487,0.06127,-1.0,,2.5,,-1.0,0.5,-1.0,0,0
1457,51.4667,-0.15518,0.5,-0.5,-3.0,3.0,0.0,-1.0,0.0,0,0
1458,51.56781,-0.0892,1.0,,5.5,,1.0,0.5,0.5,0,0
1459,51.48751,-0.10666,-2.0,0.5,-5.0,,0.5,-1.5,-1.0,0,0
1460,51.55019,-0.12688,-1.0,-0.5,2.0,,0.0,0.0,-0.5,0,0
1461,51.58015,0.00816,1.5,,4.5,,2.5,1.5,2.0,0,0
1462,51.58139,0.03586,0.5,,2.0,,-1.0,1.0,0.5,0,0
1463,51.54633,-0.21007,0.5,-0.5,-1.5,,0.5,0.0,0.0,0,0
1464,51.4371,-0.16416,-1.0,-2.0,-3.5,-4.0,-1.5,0.0,0.5,0,0
1465,51.42015,-0.12963,-1.0,1.0,0.5,3.0,-1.0,1.0,0.5,0,0
1466,51.48365,-0.18975,2.0,1.5,3.0,2.5,2.5,1.5,1.5,0,0
1467,51.47316,-0.18713,-1.0,0.5,-0.5,-0.5,1.0,0.0,1.0,0,0
1468,51.53383,-0.13684,-3.0,3.5,-2.0,,0.0,-0.5,0.5,0,0
1469,51.51618,-0.1745,1.0,2.0,-3.5,,-0.5,0.0,0.0,0,0
1470,51.51626,-0.05777,-0.5,1.0,-1.0,,0.0,0.5,-0.5,0,0
1471,51.49548,-0.1063,2.0,0.0,-1.0,,1.0,1.0,0.0,0,0
1472,51.49991,-0.06773,0.0,0.0,1.0,,-1.0,-0.5,0.0,0,0
1473,51.48817,-0.03451,-0.5,1.0,-1.0,,-1.0,-1.0,-0.5,0,0
1474,51.48227,-0.10537,0.5,1.0,1.0,,1.5,0.5,1.0,0,0
1475,51.50892,0.01401,-1.5,,1.0,,-1.5,-1.0,-0.5,0,0
1476,51.46146,-0.15387,-1.0,3.0,0.5,3.0,0.5,-2.0,-1.5,0,0
1477,51.4659,-0.11531,-1.0,-1.5,-1.0,1.5,-0.5,-0.5,-1.0,0,0
1478,51.55438,0.02383,0.0,,2.0,,1.0,-0.5,-0.5,0,0
1479,51.53366,-0.02473,1.0,,-2.0,,0.0,-1.0,0.0,0,0
1480,51.54245,-0.0059,0.5,,-4.0,,2.0,0.5,2.0,0,0
1481,51.476,-0.06882,0.5,1.0,-1.5,,1.0,0.5,1.0,0,0
1482,51.47727,-0.04115,-0.5,1.5,1.0,,1.0,1.5,2.0,0,0
1483,51.45964,-0.07877,-2.5,0.5,-2.5,,0.0,-0.5,-0.5,0,0
1484,51.53615,0.03064,0.0,,-0.5,,0.0,0.0,0.0,0,0
1485,51.53738,0.05832,0.5,,-0.5,,0.0,0.0,0.5,0,0
1486,51.57033,-0.09216,0.5,,-2.0,,0.0,0.0,0.0,0,0
1487,51.50515,-0.06903,0.5,2.0,2.0,,-1.0,-1.0,-0.5,0,0
1488,51.5527,-0.12985,0.0,0.0,-2.5,,0.0,-0.5,-0.5,0,0
1489,51.50073,-0.1076,-0.5,-0.5,1.0,,0.0,0.0,0.5,0,0
1490,51.55398,-0.10213,1.5,1.5,7.0,,-1.0,-2.5,-3.0,0,0
1491,51.53506,-0.16752,1.5,-0.5,-1.5,,0.0,1.0,0.5,0,0
1492,51.5215,-0.05907,1.0,0.5,0.5,,0.0,-0.5,0.0,0,0
1493,51.52623,-0.18635,2.0,7.0,1.0,,1.0,3.0,3.0,0,0
1494,51.58267,0.00521,-0.5,,-1.5,,0.5,0.5,0.5,0,0
1495,51.54704,-0.13778,-0.5,1.0,3.0,,0.5,-0.5,0.0,0,0
1496,51.5839,0.03291,-1.0,,1.0,,-1.5,-1.5,-1.0,0,0
1497,51.5426,-0.17641,1.5,-0.5,-4.0,,0.0,1.5,2.0,0,0
1498,51.54885,-0.21304,-0.5,-1.0,-0.5,,0.0,-0.5,-0.5,0,0
1499,51.43962,-0.16711,-0.5,-1.5,-0.5,-2.0,-1.5,0.0,0.0,0,0
1500,51.53247,-0.22297,2.0,4.5,-2.0,,1.5,1.5,2.0,0,0
1501,51.51129,-0.22235,0.5,1.0,1.5,,1.5,1.0,0.0,0,0
1502,51.48616,-0.19271,4.5,-0.5,1.0,6.0,3.0,3.0,3.5,0,0
1503,51.47568,-0.19009,-1.0,0.0,0.5,-1.5,0.0,0.0,0.0,0,0
1504,51.53635,-0.1398,-1.5,-2.5,-1.0,,-1.5,-1.5,0.0,0,0
1505,51.51869,-0.17746,-1.0,-2.0,0.0,,-1.0,-1.5,-1.5,0,0
1506,51.51998,-0.14974,1.0,0.0,3.0,,0.5,0.0,0.0,0,0
1507,51.49318,-0.09873,-1.0,0.5,-2.5,,-1.5,-0.5,-0.5,0,0
1508,51.49445,-0.07105,3.0,0.5,3.5,,2.5,2.0,1.0,0,0
1509,51.44716,-0.17599,0.0,0.5,2.5,1.0,-1.0,0.0,-1.0,0,0
1510,51.45916,-0.1463,1.0,0.5,1.5,-2.0,4.0,3.0,3.5,0,0
1511,51.44586,-0.20367,1.0,3.5,4.0,6.0,1.0,1.0,0.5,0,0
1512,51.46045,-0.11862,-2.0,2.0,-0.5,-2.0,1.5,1.5,1.5,0,0
1513,51.54893,0.0205,0.0,,-1.0,,-1.0,-1.0,-1.0,0,0
1514,51.53135,-0.01716,2.0,,5.0,,0.5,1.0,1.0,0,0
1515,51.47497,-0.03359,-0.5,-0.5,-1.0,,-0.5,-1.5,-1.5,0,0
1516,51.45418,-0.08209,-1.0,-1.5,-3.0,4.0,-1.0,0.0,-0.5,0,0
1517,51.53507,0.06588,-1.5,,-3.5,,-1.0,-0.5,-1.0,0,0
1518,51.56802,-0.08458,0.5,,0.5,,0.5,0.5,0.5,0,0
1519,51.54725,-0.13316,0.5,0.0,-3.5,,0.5,0.0,0.0,0,0
1520,51.55167,-0.09455,4.0,0.0,2.0,,1.0,4.5,3.0,0,0
1521,51.58159,0.04048,1.5,,-2.0,,2.0,3.0,3.0,0,0
1522,51.54655,-0.20545,0.5,-1.5,-4.5,,0.0,0.0,0.0,0,0
1523,51.56906,-0.11989,-1.0,,-2.0,,-1.0,0.5,0.5,0,0
1524,51.57405,0.04933,0.5,,-2.0,,0.0,0.0,0.0,0,0
1525,51.56024,-0.13873,-1.0,,0.0,,-1.0,-1.0,-1.0,0,0
1526,51.57281,0.02164,0.0,,-1.5,,-0.5,0.5,-0.5,0,0
1527,51.43416,-0.17042,4.0,3.5,7.0,8.0,5.0,4.0,3.5,0,0
1528,51.53018,-0.21538,-0.5,1.0,0.0,,-0.5,-2.0,-1.5,0,0
1529,51.4807,-0.19602,-1.0,-1.5,-9.0,0.0,1.5,0.5,-0.5,0,0
1530,51.53405,-0.13222,0.5,-1.0,3.5,,2.5,0.0,-1.0,0,0
1531,51.51324,-0.18077,0.5,0.0,1.0,,-1.0,-0.5,-1.5,0,0
1532,51.51768,-0.14217,1.0,2.0,-2.5,,-0.5,-0.5,0.0,0,0
1533,51.50893,-0.04429,0.5,3.0,0.5,,-1.5,-1.0,-1.0,0,0
1534,51.4957,-0.10169,-0.5,0.0,-5.0,,2.0,0.5,0.5,0,0
1535,51.56691,0.06741,0.5,,-2.0,,-1.0,-1.0,-1.0,0,0
1536,51.49697,-0.074,-1.0,-1.5,2.0,,0.0,-1.0,0.0,0,0
1537,51.56568,0.03972,0.0,,3.0,,0.0,-1.0,-1.0,0,0
1538,51.47494,-0.09189,0.5,0.5,-3.5,,0.5,-0.5,0.0,0,0
1539,51.46167,-0.14926,-0.5,-2.5,-4.5,-3.5,-1.0,-1.0,-1.5,0,0
1540,51.46296,-0.12158,2.0,-2.0,2.5,1.5,4.0,4.5,4.5,0,0
1541,51.55145,0.01755,0.0,,0.0,,0.0,1.0,1.0,0,0
1542,51.53387,-0.02011,-1.0,,4.0,,-0.5,0.0,-1.0,0,0
1543,51.53511,0.00757,2.0,,0.5,,2.0,1.0,0.5,0,0
1544,51.47748,-0.03654,2.0,-0.5,-1.0,,2.0,1.5,1.5,0,0
1545,51.4567,-0.08504,0.5,-0.5,-0.5,3.5,1.0,-0.5,0.5,0,0
1546,51.53759,0.06293,-1.0,,0.0,,0.5,-1.0,-0.5,0,0
1547,51.55,-0.01475,0.5,,0.0,,1.0,-2.0,-1.5,0,0
1548,51.57054,-0.08754,0.5,,-2.5,,-1.0,0.0,0.0,0,0
1549,51.54875,-0.04245,-1.0,,0.0,,-1.5,-1.5,-1.5,0,0
1550,51.54977,-0.13613,0.5,1.0,-1.5,,-1.0,1.0,2.0,0,0
1551,51.57953,-0.00569,-1.0,,-2.0,,-0.5,1.0,0.0,0,0
1552,51.55419,-0.09751,1.0,0.0,-2.5,,1.5,1.0,1.0,0,0
1553,51.57829,-0.0334,-0.5,,-2.0,,-1.0,-1.0,-0.5,0,0
1554,51.58411,0.03753,0.0,,4.0,,1.0,0.0,-0.5,0,0
1555,51.54906,-0.20841,0.5,-1.0,-3.0,,0.0,0.0,0.0,0,0
1556,51.43667,-0.17338,-1.5,-2.0,1.0,-5.0,-0.5,-1.5,-0.5,0,0
1557,51.53269,-0.21835,0.5,-3.0,1.0,,-0.5,-0.5,-0.5,0,0
1558,51.42028,-0.1833,1.5,-1.0,1.0,2.0,0.5,1.0,1.0,0,0
1559,51.47345,-0.12418,1.0,-0.5,-4.0,-2.0,0.5,1.5,1.5,0,0
